satisfaction_level,last_evaluation,number_project,average_monthly_hours,left,cluster,Emp_Id
0.17,0.85,3,234,0,2,IND32495
0.49,0.59,4,265,0,0,IND13029
0.34,0.69,6,283,0,2,IND15922
0.86,0.81,3,232,0,0,IND21783
0.51,0.71,4,208,0,0,IND23256
0.49,0.99,4,258,0,0,IND03173
0.49,0.63,3,175,0,1,IND33776
0.51,0.59,3,238,0,1,IND13710
0.64,0.52,3,166,0,1,IND43365
0.62,0.85,4,225,0,0,IND01291
0.81,0.52,4,221,0,0,IND32429
0.95,0.57,2,263,0,0,IND15097
0.88,0.66,4,218,0,0,IND19978
0.87,0.68,5,236,0,0,IND20470
0.73,0.68,5,133,0,0,IND12451
0.98,0.73,2,237,0,0,IND42199
0.77,0.48,3,204,0,1,IND15080
0.76,0.99,3,166,0,0,IND40927
0.21,0.93,4,189,0,2,IND07051
0.72,0.63,4,251,0,0,IND30848
0.41,0.56,2,121,0,1,IND16742
0.9,0.56,3,149,0,1,IND38632
0.96,0.9,5,198,0,0,IND03296
0.61,0.48,4,163,0,1,IND27867
0.6,0.8,4,222,0,0,IND30445
0.5,0.76,2,107,0,1,IND13199
0.79,0.61,4,162,0,1,IND22218
0.32,0.69,6,192,0,2,IND14587
0.85,0.59,5,236,0,0,IND0146
0.9,0.62,5,225,0,0,IND34911
0.74,0.54,4,167,0,1,IND10296
0.21,0.76,6,219,0,2,IND31560
0.91,0.61,3,255,0,0,IND12133
0.9,0.66,5,137,0,0,IND35930
0.74,0.99,4,193,0,0,IND38215
0.76,0.75,3,239,0,0,IND16393
0.45,0.61,5,179,0,1,IND19028
0.73,0.63,3,205,0,0,IND37613
0.6,0.73,3,140,0,1,IND39293
0.8,0.77,5,256,0,0,IND05385
0.53,0.7,4,243,0,0,IND12054
0.97,0.63,5,163,0,0,IND15274
0.64,0.99,3,167,0,0,IND24895
0.92,0.59,4,190,0,0,IND31129
0.6,0.57,5,145,0,1,IND20282
1.0,0.6,4,265,0,0,IND06656
0.69,0.63,4,272,0,0,IND19557
0.53,0.45,5,140,0,1,IND44910
0.63,0.58,4,236,0,0,IND02955
0.57,0.89,4,255,0,0,IND04728
0.79,0.45,5,131,0,1,IND12951
0.68,0.92,4,209,0,0,IND13095
0.56,0.61,3,250,0,0,IND26263
0.48,0.51,3,201,0,1,IND44253
0.59,0.67,4,271,0,0,IND16824
0.34,0.76,6,237,0,2,IND0853
0.98,0.87,3,239,0,0,IND21294
0.36,0.45,2,135,0,1,IND04484
0.6,0.58,2,182,0,1,IND07997
0.24,0.54,6,193,0,2,IND34332
0.67,0.72,4,192,0,0,IND02063
0.17,0.6,5,144,0,1,IND14631
0.57,0.58,3,251,0,0,IND25718
0.7,0.85,3,161,0,0,IND39233
0.73,0.62,3,171,0,1,IND03415
0.61,0.86,4,153,0,0,IND25684
0.95,0.96,4,161,0,0,IND25723
0.85,0.55,3,226,0,0,IND39396
0.72,0.9,3,193,0,0,IND26477
0.84,0.66,4,204,0,0,IND08916
0.57,0.47,2,158,0,1,IND26534
0.69,0.69,3,236,0,0,IND08692
0.57,0.68,4,191,0,0,IND25296
0.52,0.59,6,104,0,1,IND05179
0.56,0.55,3,245,0,1,IND33191
0.75,0.74,3,186,0,0,IND43173
0.98,0.75,5,168,0,0,IND09826
0.48,0.55,4,262,0,0,IND31582
0.35,0.67,2,116,0,1,IND40082
0.66,0.93,4,187,0,0,IND02514
0.79,0.9,5,184,0,0,IND03874
0.86,0.53,4,155,0,1,IND41861
0.88,1.0,5,190,0,0,IND18277
0.83,0.64,3,242,0,0,IND28344
0.8,0.64,5,204,0,0,IND36118
0.64,0.69,4,232,0,0,IND08499
0.72,0.59,4,245,0,0,IND37841
0.67,0.61,3,251,0,0,IND41976
0.75,0.7,4,179,0,0,IND07365
0.65,0.95,4,153,0,0,IND03076
0.98,0.98,5,210,0,0,IND35497
0.68,0.8,2,257,0,0,IND38820
0.52,0.37,3,137,0,1,IND02788
0.68,0.93,4,179,0,0,IND18968
0.92,0.74,4,213,0,0,IND38168
0.86,0.79,3,106,0,1,IND10516
0.5,0.99,4,272,0,0,IND39149
0.35,0.37,4,153,0,1,IND41078
0.76,0.97,5,172,0,0,IND17313
0.66,0.95,4,224,0,0,IND31498
0.58,0.71,3,230,0,0,IND01198
0.55,0.97,4,222,0,0,IND13155
0.9,0.53,3,270,0,0,IND14710
0.75,0.71,4,205,0,0,IND19826
0.9,0.63,4,134,0,1,IND34254
0.14,0.54,5,275,0,2,IND05668
0.86,0.57,4,183,0,0,IND01648
0.56,0.84,4,143,0,0,IND17580
0.54,0.63,5,259,0,0,IND27446
0.36,0.8,5,186,0,2,IND38078
0.82,0.59,3,155,0,1,IND25619
0.49,0.42,2,266,0,1,IND04336
0.77,0.97,3,215,0,0,IND18885
0.64,0.83,4,179,0,0,IND33098
0.93,0.53,3,217,0,0,IND07806
0.96,0.94,5,235,0,0,IND16701
0.6,0.97,3,164,0,0,IND39857
0.58,0.55,3,178,0,1,IND42533
0.52,0.49,5,170,0,1,IND07410
0.74,0.79,5,241,0,0,IND18525
0.64,0.99,4,222,0,0,IND30326
0.93,0.59,3,233,0,0,IND38431
0.76,0.49,5,243,0,0,IND24462
0.5,0.54,4,175,0,1,IND39824
0.79,0.55,4,266,0,0,IND14079
0.97,0.95,5,201,0,0,IND34363
0.6,0.49,5,259,0,0,IND38397
0.84,0.73,5,105,0,0,IND42883
0.75,0.99,5,189,0,0,IND10647
0.24,0.91,4,232,0,2,IND38381
0.24,0.91,5,258,0,2,IND40572
0.51,0.58,5,173,0,1,IND10701
0.5,0.88,4,147,0,0,IND25477
0.66,0.36,3,256,0,1,IND29012
0.97,0.77,3,206,0,0,IND08145
0.61,0.5,4,175,0,1,IND15572
0.77,0.49,4,274,0,0,IND43317
0.74,0.64,3,229,0,0,IND38731
0.92,0.98,4,161,0,0,IND38977
0.78,0.99,2,188,0,0,IND20542
0.56,0.57,3,205,0,1,IND15000
0.82,0.63,3,246,0,0,IND27663
0.26,0.98,5,161,0,2,IND44989
0.69,0.85,5,246,0,0,IND40817
0.78,0.83,4,158,0,0,IND12033
0.67,0.86,3,175,0,0,IND36717
0.77,0.91,5,268,0,0,IND35401
0.8,0.63,4,211,0,0,IND43105
0.51,0.51,3,274,0,1,IND07216
0.77,0.52,4,241,0,0,IND10736
0.65,0.71,3,170,0,1,IND32922
0.58,0.53,3,287,0,0,IND43760
0.67,0.39,2,235,0,1,IND04294
0.33,0.39,3,98,0,1,IND36340
0.78,0.66,6,105,0,0,IND05479
0.58,0.83,3,226,0,0,IND24211
0.63,0.59,4,171,0,1,IND32323
0.63,0.51,4,153,0,1,IND01432
0.59,0.55,3,183,0,1,IND23715
0.6,0.9,5,139,0,0,IND39226
0.93,0.9,5,210,0,0,IND42238
0.78,0.77,2,177,0,0,IND44475
0.65,0.6,3,148,0,1,IND01300
1.0,0.61,4,198,0,0,IND34505
0.96,1.0,3,137,0,0,IND44424
0.54,0.97,5,233,0,0,IND12793
0.98,0.69,2,204,0,0,IND06668
0.34,0.59,2,164,0,1,IND32402
0.71,0.53,5,162,0,1,IND20815
0.64,0.64,3,180,0,1,IND35196
0.71,0.93,2,199,0,0,IND35686
0.58,0.63,4,190,0,1,IND15031
0.87,0.96,4,151,0,0,IND03860
0.58,0.85,4,162,0,0,IND05027
0.87,0.67,3,139,0,1,IND17353
0.72,0.86,3,231,0,0,IND08727
0.67,0.83,5,269,0,0,IND07183
0.53,0.97,4,249,0,0,IND24118
0.78,0.61,3,148,0,1,IND28473
0.19,0.63,4,233,0,2,IND21798
1.0,0.88,4,240,0,0,IND37279
0.75,0.75,5,229,0,0,IND07004
0.29,0.66,3,256,0,1,IND23872
0.37,0.7,2,188,0,1,IND03600
0.78,0.5,3,167,0,1,IND02245
0.24,0.64,5,190,0,2,IND06689
0.49,0.7,4,168,0,1,IND08143
0.18,0.64,6,154,0,2,IND27211
0.76,0.85,4,135,0,0,IND34831
0.5,0.97,4,217,0,0,IND38520
0.82,0.94,3,253,0,0,IND0445
0.97,0.94,3,180,0,0,IND10490
0.72,0.9,4,225,0,0,IND36315
0.98,0.64,4,134,0,0,IND085
0.76,0.73,3,192,0,0,IND11749
0.72,0.88,3,224,0,0,IND31739
0.96,0.91,3,260,0,0,IND34495
0.62,0.78,3,178,0,0,IND23301
0.25,0.98,4,166,0,2,IND18946
0.82,0.56,5,180,0,0,IND27096
0.59,0.9,3,189,0,0,IND29262
0.94,0.73,3,154,0,0,IND36622
0.72,0.88,3,236,0,0,IND37149
0.53,0.78,5,198,0,0,IND12725
0.67,0.83,3,148,0,0,IND28985
0.99,0.52,4,205,0,0,IND14512
0.64,0.53,4,133,0,1,IND03023
0.61,0.57,4,160,0,1,IND27806
0.89,0.85,4,201,0,0,IND07577
0.61,0.7,5,157,0,0,IND33324
0.9,0.74,3,260,0,0,IND37129
0.96,0.51,5,152,0,0,IND22515
0.62,0.55,4,218,0,0,IND03344
0.89,0.57,3,252,0,0,IND41928
0.52,0.67,4,216,0,0,IND05711
0.66,0.99,3,183,0,0,IND15153
0.96,0.6,5,269,0,0,IND04786
0.95,0.89,5,132,0,0,IND31986
0.75,0.98,4,170,0,0,IND01124
0.39,0.87,5,257,0,2,IND26786
0.93,0.69,3,138,0,1,IND26887
0.44,0.54,3,115,0,1,IND07268
0.9,0.67,3,165,0,0,IND16756
0.75,0.81,3,214,0,0,IND23495
0.45,0.75,2,246,0,0,IND28223
0.42,0.6,2,188,0,1,IND34598
0.99,0.82,3,255,0,0,IND04599
0.89,0.91,4,190,0,0,IND25935
0.96,0.9,4,164,0,0,IND02132
0.5,0.46,3,165,0,1,IND30846
0.59,0.59,3,141,0,1,IND09538
0.57,0.69,3,154,0,1,IND10203
1.0,0.87,3,165,0,0,IND11737
0.6,0.59,5,266,0,0,IND26842
0.21,0.85,6,235,0,2,IND02306
0.63,0.83,4,159,0,0,IND25384
0.8,0.82,3,218,0,0,IND07000
0.51,0.96,3,149,0,0,IND19489
0.89,0.96,5,239,0,0,IND28195
0.83,0.58,4,225,0,0,IND02357
0.77,0.74,6,247,0,0,IND04677
0.79,0.99,4,183,0,0,IND08110
0.63,0.85,5,214,0,0,IND21393
0.68,0.48,5,113,0,1,IND22700
0.74,0.69,4,244,0,0,IND44566
0.49,0.67,6,286,0,2,IND34639
0.46,0.55,3,139,0,1,IND11279
0.9,0.91,5,176,0,0,IND28574
0.7,0.67,5,136,0,0,IND35666
0.84,0.71,4,222,0,0,IND42614
0.89,0.77,4,269,0,0,IND25212
0.59,0.87,4,183,0,0,IND29606
0.57,0.72,3,206,0,0,IND39540
0.53,0.49,3,158,0,1,IND0812
0.83,0.89,4,136,0,0,IND11616
0.51,0.66,4,182,0,1,IND01724
0.78,0.61,4,268,0,0,IND02276
0.52,0.69,3,144,0,1,IND02818
0.42,0.5,5,286,0,2,IND24702
0.61,0.38,2,268,0,1,IND10945
0.85,1.0,3,255,0,0,IND18184
0.17,0.85,6,245,0,2,IND31357
0.79,0.52,3,134,0,1,IND32220
0.56,0.98,3,251,0,0,IND02844
0.5,0.73,5,165,0,0,IND35759
0.51,0.53,3,223,0,1,IND40339
0.77,0.67,4,225,0,0,IND21275
0.84,0.9,3,196,0,0,IND21273
0.21,0.49,3,253,0,1,IND30083
0.65,0.57,5,222,0,0,IND10891
0.95,0.87,4,135,0,0,IND21578
0.8,0.75,4,217,0,0,IND22555
0.77,0.85,5,192,0,0,IND31122
0.57,0.7,3,172,0,1,IND12527
0.92,0.55,4,183,0,0,IND25900
1.0,0.71,5,186,0,0,IND30892
0.85,0.67,4,163,0,0,IND36273
0.57,0.8,4,262,0,0,IND02992
0.66,0.68,3,202,0,0,IND03458
0.85,0.8,4,248,0,0,IND15139
0.99,0.5,5,214,0,0,IND20179
0.91,0.82,4,260,0,0,IND04735
0.96,0.97,4,260,0,0,IND07697
0.49,0.52,4,251,0,0,IND29861
0.39,0.85,5,179,0,2,IND02957
0.87,0.74,4,178,0,0,IND09436
0.19,0.85,6,210,0,2,IND15490
0.9,0.83,3,273,0,0,IND23226
0.5,0.5,5,166,0,1,IND44588
0.7,0.9,5,246,0,0,IND31203
0.52,0.55,5,192,0,1,IND02596
0.71,0.69,3,274,0,0,IND03003
0.4,0.41,3,232,0,1,IND23123
0.96,0.53,3,158,0,1,IND34421
0.86,0.92,5,137,0,0,IND14394
0.68,0.85,3,209,0,0,IND04292
0.56,0.64,3,206,0,1,IND19059
0.65,0.56,3,230,0,1,IND08578
0.98,0.61,5,239,0,0,IND12109
0.18,0.51,5,159,0,1,IND43646
0.66,0.65,4,244,0,0,IND23215
0.14,0.51,5,259,0,2,IND39727
0.94,0.8,5,245,0,0,IND30642
0.56,1.0,3,141,0,0,IND39467
0.56,0.8,5,202,0,0,IND36463
0.59,0.89,5,143,0,0,IND21449
0.63,0.62,4,286,0,0,IND43408
0.97,0.88,5,173,0,0,IND36636
0.76,0.7,5,195,0,0,IND01052
0.85,0.58,4,167,0,0,IND15564
0.23,0.73,5,197,0,2,IND06115
0.68,0.62,3,255,0,0,IND16375
0.71,0.73,3,274,0,0,IND20756
0.5,0.59,3,192,0,1,IND35872
0.61,0.7,3,225,0,0,IND39703
0.99,0.65,3,209,0,0,IND41515
0.97,0.86,5,222,0,0,IND43653
0.82,0.71,5,208,0,0,IND26570
0.72,0.68,5,162,0,0,IND0122
0.53,0.74,3,135,0,1,IND19051
0.55,0.87,4,200,0,0,IND19373
0.52,0.53,4,159,0,1,IND34307
0.8,0.81,5,156,0,0,IND15228
0.51,0.95,4,169,0,0,IND12004
0.66,0.65,4,154,0,1,IND15455
0.56,0.43,2,169,0,1,IND29502
0.5,0.84,3,233,0,0,IND33202
0.94,0.78,3,218,0,0,IND0692
0.42,0.8,4,279,0,2,IND19522
0.6,0.61,3,195,0,1,IND36962
0.55,0.71,4,223,0,0,IND03022
0.76,0.72,3,275,0,0,IND42709
0.84,0.74,3,234,0,0,IND19110
0.33,0.62,4,113,0,1,IND34954
0.61,0.95,3,133,0,0,IND21480
0.91,0.93,5,158,0,0,IND28050
0.73,0.74,4,214,0,0,IND08217
0.87,0.67,4,272,0,0,IND18681
0.38,0.42,2,127,0,1,IND38985
0.8,0.51,4,141,0,1,IND42989
0.69,0.8,5,263,0,0,IND15027
0.99,0.92,5,174,0,0,IND04169
0.92,0.76,5,246,0,0,IND04527
0.6,0.88,3,201,0,0,IND26511
0.89,0.93,3,181,0,0,IND33305
0.91,0.93,3,238,0,0,IND33489
0.35,0.52,3,167,0,1,IND37722
0.88,0.68,5,224,0,0,IND04619
0.66,0.69,3,182,0,1,IND13991
0.21,0.55,4,189,0,1,IND20066
0.78,0.64,3,169,0,1,IND09464
0.21,0.96,4,287,0,2,IND04684
0.64,0.94,3,150,0,0,IND12302
0.68,0.95,4,146,0,0,IND24260
0.99,0.87,4,162,0,0,IND38021
0.85,0.55,4,158,0,1,IND43351
0.86,0.51,3,185,0,1,IND30072
0.89,0.98,3,214,0,0,IND36629
0.49,0.85,4,200,0,0,IND09238
0.76,0.97,4,219,0,0,IND28153
0.79,0.87,3,218,0,0,IND35825
0.89,0.64,4,237,0,0,IND37937
0.34,0.51,3,105,0,1,IND38867
0.81,0.92,3,251,0,0,IND0426
0.96,0.7,3,227,0,0,IND0732
0.7,0.87,3,158,0,0,IND08518
0.92,0.61,4,252,0,0,IND18173
0.5,0.76,4,198,0,0,IND15631
0.75,0.72,2,192,0,1,IND19445
0.42,0.38,2,139,0,1,IND19635
0.29,0.4,6,205,0,2,IND19140
0.91,0.48,3,224,0,0,IND40938
0.55,0.97,4,267,0,0,IND41634
0.57,0.81,4,200,0,0,IND01976
0.27,0.48,3,97,0,1,IND04766
0.7,0.43,6,253,0,0,IND12351
0.63,0.68,4,191,0,0,IND27576
0.97,0.63,5,199,0,0,IND09338
0.28,0.52,3,127,0,1,IND11358
0.7,0.6,3,187,0,1,IND15887
0.83,0.51,4,215,0,0,IND28705
0.22,0.76,4,176,0,1,IND37918
0.55,0.47,3,194,0,1,IND30171
0.33,0.77,3,216,0,1,IND22232
0.5,0.78,4,185,0,0,IND02867
0.93,0.88,5,140,0,0,IND05453
0.77,0.66,3,260,0,0,IND30929
0.93,0.97,5,137,0,0,IND13087
0.72,1.0,4,151,0,0,IND29890
0.78,0.53,3,152,0,1,IND12408
0.55,0.75,4,166,0,0,IND08486
0.39,0.86,3,261,0,0,IND31846
0.67,0.78,3,235,0,0,IND24918
0.61,0.89,3,201,0,0,IND43233
0.6,0.69,6,250,0,2,IND23632
0.48,0.64,4,146,0,1,IND02552
0.75,0.84,4,195,0,0,IND03269
0.87,0.58,4,259,0,0,IND16424
0.51,0.54,4,166,0,1,IND25749
0.63,0.9,4,188,0,0,IND11912
0.6,0.57,3,203,0,1,IND32897
0.7,0.99,3,167,0,0,IND39141
0.5,0.99,2,258,0,0,IND18356
0.59,0.51,2,126,0,1,IND27563
0.52,0.39,6,246,0,2,IND36966
0.55,0.49,3,205,0,1,IND0174
0.81,0.62,5,201,0,0,IND15338
0.94,0.98,4,197,0,0,IND21237
0.98,0.61,3,272,0,0,IND39189
0.83,0.84,4,206,0,0,IND31387
0.93,0.62,3,184,0,0,IND11139
0.99,0.54,3,199,0,0,IND22160
0.55,0.57,4,220,0,1,IND06406
0.96,0.83,3,233,0,0,IND16030
0.28,0.77,3,221,0,1,IND05071
0.97,0.6,6,168,0,0,IND23655
0.8,0.78,3,251,0,0,IND03849
0.75,0.55,2,188,0,1,IND03923
0.89,0.88,3,203,0,0,IND08299
0.6,0.76,5,168,0,0,IND40862
0.73,0.98,3,227,0,0,IND24758
0.88,0.75,4,159,0,0,IND21971
0.5,0.7,3,159,0,1,IND34379
0.53,0.78,5,275,0,2,IND37599
0.95,0.43,6,283,0,0,IND39311
0.94,0.53,5,169,0,0,IND14315
0.49,0.8,3,227,0,0,IND41577
0.59,0.57,3,147,0,1,IND44452
0.51,0.91,3,227,0,0,IND13299
0.66,0.66,4,166,0,1,IND27606
0.76,0.94,4,168,0,0,IND31852
0.12,0.59,3,229,0,1,IND35502
0.84,0.65,3,134,0,1,IND05130
0.94,0.81,3,196,0,0,IND05157
0.63,0.84,4,181,0,0,IND21911
0.79,0.99,4,177,0,0,IND30974
0.85,0.68,3,272,0,0,IND42609
0.74,0.52,3,213,0,1,IND28095
0.23,0.75,6,220,0,2,IND43561
0.62,0.51,4,274,0,0,IND25127
0.36,0.56,6,242,0,2,IND25717
0.7,0.83,4,182,0,0,IND40365
0.57,0.75,5,172,0,0,IND43418
0.83,0.99,3,226,0,0,IND07481
0.71,0.96,3,132,0,0,IND16545
0.23,0.72,6,121,0,2,IND25653
0.59,0.69,4,207,0,0,IND12564
0.69,0.61,2,141,0,1,IND17907
0.63,0.81,5,189,0,0,IND37058
0.9,0.59,6,269,0,0,IND34393
0.31,0.57,4,200,0,1,IND41275
0.92,0.62,3,199,0,0,IND26505
0.96,0.87,4,213,0,0,IND18320
0.66,0.51,6,105,0,1,IND05729
0.48,0.97,4,141,0,0,IND07839
0.15,0.55,3,255,0,1,IND14634
0.59,0.79,3,217,0,0,IND30500
0.66,0.85,6,165,0,0,IND05460
0.69,0.92,5,220,0,0,IND21085
0.65,0.79,4,241,0,0,IND0357
0.58,0.94,5,274,0,0,IND25073
0.72,0.57,4,224,0,0,IND29043
0.65,0.99,5,240,0,0,IND23444
0.63,0.77,5,210,0,0,IND39562
0.55,0.87,3,215,0,0,IND37085
0.74,0.56,4,254,0,0,IND05296
0.58,0.84,4,150,0,0,IND14664
0.71,0.72,4,177,0,0,IND16870
0.83,0.37,5,101,0,1,IND28604
0.63,0.52,3,183,0,1,IND03202
0.56,0.61,3,224,0,1,IND07156
0.88,0.55,3,263,0,0,IND32815
0.82,0.55,3,207,0,1,IND23327
0.69,0.72,3,243,0,0,IND38711
0.57,0.54,3,157,0,1,IND09840
0.75,0.69,3,242,0,0,IND29922
0.6,0.98,4,265,0,0,IND35182
0.96,0.92,3,196,0,0,IND40219
0.75,0.67,4,135,0,1,IND04896
1.0,0.61,6,270,0,0,IND20521
0.92,0.97,4,201,0,0,IND24163
0.84,0.93,5,225,0,0,IND33696
0.82,0.77,4,205,0,0,IND37857
0.74,0.42,3,131,0,1,IND41942
0.21,0.39,2,118,0,1,IND05996
0.62,0.64,5,187,0,0,IND11655
0.54,0.48,3,275,0,1,IND17348
0.55,0.97,5,125,0,0,IND25346
0.84,0.55,4,270,0,0,IND02299
0.61,0.56,2,123,0,1,IND18136
0.64,0.53,3,281,0,0,IND25865
0.92,0.51,3,223,0,0,IND41220
0.86,0.87,3,268,0,0,IND01997
0.6,0.74,4,174,0,0,IND24543
0.86,0.92,3,162,0,0,IND42602
0.55,0.51,3,192,0,1,IND15982
0.54,0.58,4,178,0,1,IND34715
0.49,0.9,3,250,0,0,IND05557
0.98,0.72,3,262,0,0,IND31553
0.55,0.55,5,194,0,1,IND41918
0.64,0.5,3,146,0,1,IND21652
0.54,0.53,4,245,0,0,IND29818
0.58,0.45,3,131,0,1,IND36725
0.57,0.37,3,108,0,1,IND17729
0.65,0.64,5,206,0,0,IND11372
0.6,0.4,3,146,0,1,IND15986
0.59,0.45,2,171,0,1,IND36518
0.77,0.5,4,173,0,1,IND15612
0.55,0.49,5,240,0,0,IND23152
0.5,0.6,4,199,0,1,IND38877
0.43,0.77,3,237,0,0,IND01776
0.58,0.84,3,258,0,0,IND04548
0.66,0.68,4,269,0,0,IND32439
0.7,0.8,5,245,0,0,IND30671
0.82,0.54,4,164,0,1,IND39336
0.49,0.49,4,256,0,1,IND12368
0.99,0.79,4,213,0,0,IND29591
0.96,0.73,3,193,0,0,IND08770
0.7,0.57,3,179,0,1,IND30654
0.22,0.89,6,278,0,2,IND22871
0.91,0.52,3,256,0,0,IND37861
0.18,0.76,5,173,0,2,IND03331
0.84,0.68,4,179,0,0,IND42940
0.66,0.38,4,145,0,1,IND32845
0.49,0.65,3,168,0,1,IND21968
0.88,0.89,4,213,0,0,IND34070
0.69,0.91,6,150,0,0,IND06766
0.83,0.75,3,262,0,0,IND22968
0.56,0.84,4,149,0,0,IND0321
0.95,0.77,5,139,0,0,IND40078
0.56,1.0,3,272,0,0,IND29999
0.93,0.73,3,252,0,0,IND21584
0.84,0.52,3,232,0,0,IND07729
0.84,0.48,3,266,0,0,IND21242
0.52,0.65,4,264,0,0,IND43743
0.98,0.8,4,142,0,0,IND22743
0.66,0.64,5,208,0,0,IND20873
0.92,0.49,5,178,0,0,IND22123
0.71,0.8,5,192,0,0,IND16888
0.65,0.92,4,242,0,0,IND34109
0.23,0.47,4,277,0,2,IND41474
0.71,0.97,3,173,0,0,IND05789
0.21,0.65,4,276,0,2,IND11540
0.7,0.72,2,189,0,1,IND0930
0.9,0.5,4,139,0,1,IND08139
0.6,0.52,5,140,0,1,IND22259
0.58,0.63,5,191,0,0,IND18448
0.73,0.72,5,178,0,0,IND26551
0.56,0.67,4,184,0,1,IND27148
0.97,0.57,3,144,0,1,IND30637
0.92,0.91,3,160,0,0,IND42243
0.77,0.68,3,225,0,0,IND05520
0.97,0.81,5,266,0,0,IND16499
0.7,0.69,5,154,0,0,IND14742
0.78,0.82,4,142,0,0,IND37152
0.77,0.87,3,207,0,0,IND43018
0.66,0.53,4,162,0,1,IND42325
0.25,0.98,6,287,0,2,IND08481
0.89,0.87,2,270,0,0,IND31847
0.15,0.66,5,160,0,2,IND42729
0.26,0.91,6,113,0,2,IND06752
0.74,0.58,4,178,0,1,IND09769
0.52,0.83,3,153,0,1,IND22174
0.95,0.62,4,255,0,0,IND30156
0.66,0.82,4,257,0,0,IND30243
0.79,0.66,4,243,0,0,IND14612
0.98,0.94,3,179,0,0,IND41542
0.4,0.37,3,123,0,1,IND26353
1.0,0.68,3,132,0,1,IND01307
0.71,0.79,3,134,0,1,IND0788
0.48,0.45,3,277,0,1,IND20209
0.76,1.0,5,265,0,0,IND40725
0.61,0.62,4,269,0,0,IND08821
0.74,0.9,4,156,0,0,IND19657
0.24,0.94,6,237,0,2,IND0943
0.79,0.97,3,271,0,0,IND26414
0.75,0.98,3,206,0,0,IND45013
0.6,0.98,4,192,0,0,IND30865
0.72,0.95,4,230,0,0,IND11499
1.0,0.6,4,261,0,0,IND09980
0.55,0.88,3,173,0,0,IND29535
0.3,0.98,2,109,0,1,IND37423
0.89,0.59,3,247,0,0,IND41520
0.84,0.84,5,163,0,0,IND12011
0.67,0.64,4,149,0,1,IND24457
0.15,0.48,6,218,0,2,IND0647
0.59,0.75,4,194,0,0,IND17557
0.5,0.59,4,157,0,1,IND19859
0.23,0.68,5,244,0,2,IND20173
0.95,0.58,5,169,0,0,IND32413
0.31,0.53,2,146,0,1,IND30259
0.47,0.55,5,207,0,1,IND04661
0.26,0.95,3,195,0,0,IND16823
0.55,0.64,6,148,0,0,IND37807
0.89,0.58,3,272,0,0,IND16000
0.88,0.68,3,185,0,0,IND16414
0.98,0.62,5,260,0,0,IND30920
0.96,0.48,3,182,0,1,IND22878
0.85,0.65,3,195,0,0,IND21443
0.96,0.85,3,168,0,0,IND21723
0.85,0.88,3,198,0,0,IND29122
0.59,0.93,5,172,0,0,IND30968
0.51,0.5,4,216,0,1,IND0654
0.5,0.75,3,232,0,0,IND21401
0.53,0.59,3,148,0,1,IND33704
0.44,0.83,4,210,0,0,IND09899
0.99,0.55,3,197,0,0,IND27845
0.73,0.83,4,241,0,0,IND38663
0.51,0.71,5,154,0,0,IND29247
0.5,0.84,3,259,0,0,IND37101
0.52,0.76,4,106,0,1,IND12882
0.74,0.74,5,262,0,0,IND03557
0.69,0.89,2,202,0,0,IND13618
0.22,0.65,5,174,0,2,IND07724
0.49,0.89,4,240,0,0,IND24631
0.7,0.57,5,247,0,0,IND12871
0.68,0.63,4,148,0,1,IND33102
0.66,0.84,5,187,0,0,IND21624
0.99,0.58,4,183,0,0,IND35499
0.88,0.59,4,240,0,0,IND33055
0.2,0.54,4,149,0,1,IND39788
0.56,0.44,2,130,0,1,IND43673
0.68,0.85,4,203,0,0,IND22120
0.85,0.6,3,218,0,0,IND20651
0.95,0.95,4,204,0,0,IND02582
0.6,0.77,4,163,0,0,IND25870
0.61,0.53,4,183,0,1,IND37958
0.55,0.55,4,211,0,1,IND17121
0.64,0.78,5,156,0,0,IND35697
0.64,0.6,3,196,0,1,IND17369
0.87,0.54,4,162,0,1,IND44011
0.2,0.9,3,218,0,2,IND01978
0.99,0.64,4,135,0,0,IND23690
0.96,0.7,2,273,0,0,IND25902
0.53,0.65,3,241,0,0,IND38950
0.7,0.39,6,285,0,0,IND03815
0.68,0.61,6,236,0,0,IND19855
0.96,0.48,4,222,0,0,IND24183
0.64,0.64,4,242,0,0,IND06415
0.86,0.65,5,166,0,0,IND32686
0.87,0.84,3,172,0,0,IND0299
0.53,0.56,4,249,0,0,IND12604
0.72,0.98,4,180,0,0,IND43716
0.83,0.59,4,197,0,0,IND43872
0.97,0.54,5,185,0,0,IND02521
0.92,0.76,3,171,0,0,IND24721
0.82,0.95,6,191,0,0,IND06935
0.59,0.56,4,250,0,0,IND12600
0.84,0.95,5,199,0,0,IND14650
0.71,0.84,3,139,0,0,IND12410
0.49,0.98,3,224,0,0,IND16812
0.78,0.61,3,227,0,0,IND28468
0.84,0.81,4,198,0,0,IND40794
0.85,0.96,5,165,0,0,IND0668
0.87,0.93,4,199,0,0,IND31819
0.94,0.84,5,203,0,0,IND37041
0.82,0.97,4,243,0,0,IND43139
0.78,0.78,3,135,0,1,IND07899
0.47,0.55,4,100,0,1,IND07048
0.5,0.48,2,150,0,1,IND40104
0.75,0.82,4,252,0,0,IND15771
0.36,0.39,3,98,0,1,IND17270
0.91,0.61,3,262,0,0,IND22465
0.87,0.68,3,257,0,0,IND15265
